transport_type,stop,line,delay,theoretical_time,expectedArrivalTime,date,direction,year,month,day,hour,minute,seconds,temp,humidity,visibility,wind,rain
0,0089,39,,,,2020-11-10 00:00:05.891509,,2020,11,1,0,0,5,284.44,87,10000,1,0
0,0089,44,,,,2020-11-10 00:00:06.331805,,2020,11,1,0,0,6,284.44,87,10000,1,0
0,6608G,51,,,,2020-11-10 00:00:07.626287,,2020,11,1,0,0,7,284.44,87,10000,1,0
0,6608G,82,,,,2020-11-10 00:00:09.342787,,2020,11,1,0,0,9,284.44,87,10000,1,0
0,0089,39,,,,2020-11-10 00:01:16.140978,,2020,11,1,0,1,16,284.44,87,10000,1,0
0,0089,44,,,,2020-11-10 00:01:16.584455,,2020,11,1,0,1,16,284.44,87,10000,1,0
0,6608G,51,,,,2020-11-10 00:01:17.870788,,2020,11,1,0,1,17,284.44,87,10000,1,0
0,6608G,82,,,,2020-11-10 00:01:19.597375,,2020,11,1,0,1,19,284.44,87,10000,1,0
0,0089,39,,,,2020-11-10 00:02:20.906843,,2020,11,1,0,2,20,284.44,87,10000,1,0
0,0089,44,,,,2020-11-10 00:02:20.907258,,2020,11,1,0,2,20,284.44,87,10000,1,0
0,6608G,51,,,,2020-11-10 00:02:22.203138,,2020,11,1,0,2,22,284.44,87,10000,1,0
0,6608G,82,,,,2020-11-10 00:02:23.914880,,2020,11,1,0,2,23,284.44,87,10000,1,0
0,0089,39,,,,2020-11-10 00:03:24.956645,,2020,11,1,0,3,24,284.44,87,10000,1,0
0,0089,44,,,,2020-11-10 00:03:24.957060,,2020,11,1,0,3,24,284.44,87,10000,1,0
0,6608G,51,,,,2020-11-10 00:03:26.238505,,2020,11,1,0,3,26,284.44,87,10000,1,0
0,6608G,82,,,,2020-11-10 00:03:27.956475,,2020,11,1,0,3,27,284.44,87,10000,1,0
0,0089,39,,,,2020-11-10 00:04:29.278277,,2020,11,1,0,4,29,284.44,87,10000,1,0
0,0089,44,,,,2020-11-10 00:04:29.278694,,2020,11,1,0,4,29,284.44,87,10000,1,0
0,6608G,51,,,,2020-11-10 00:04:30.578277,,2020,11,1,0,4,30,284.44,87,10000,1,0
0,6608G,82,,,,2020-11-10 00:04:32.300366,,2020,11,1,0,4,32,284.44,87,10000,1,0
0,0089,39,,,,2020-11-10 00:05:35.173505,,2020,11,1,0,5,35,284.44,87,10000,1,0
0,0089,44,,,,2020-11-10 00:05:35.173932,,2020,11,1,0,5,35,284.44,87,10000,1,0
0,6608G,51,,,,2020-11-10 00:05:36.454482,,2020,11,1,0,5,36,284.44,87,10000,1,0
0,6608G,82,,,,2020-11-10 00:05:38.164510,,2020,11,1,0,5,38,284.44,87,10000,1,0
0,0089,39,,,,2020-11-10 00:06:40.081021,,2020,11,1,0,6,40,284.44,87,10000,1,0
0,0089,44,,,,2020-11-10 00:06:40.081435,,2020,11,1,0,6,40,284.44,87,10000,1,0
0,6608G,51,,,,2020-11-10 00:06:41.379872,,2020,11,1,0,6,41,284.44,87,10000,1,0
0,6608G,82,,,,2020-11-10 00:06:43.089027,,2020,11,1,0,6,43,284.44,87,10000,1,0
0,0089,39,,,,2020-11-10 00:07:44.380670,,2020,11,1,0,7,44,284.44,87,10000,1,0
0,0089,44,,,,2020-11-10 00:07:44.381084,,2020,11,1,0,7,44,284.44,87,10000,1,0
0,6608G,51,,,,2020-11-10 00:07:45.674069,,2020,11,1,0,7,45,284.44,87,10000,1,0
0,6608G,82,,,,2020-11-10 00:07:47.393097,,2020,11,1,0,7,47,284.44,87,10000,1,0
0,0089,39,,,,2020-11-10 00:08:48.682665,,2020,11,1,0,8,48,284.44,87,10000,1,0
0,0089,44,,,,2020-11-10 00:08:48.683081,,2020,11,1,0,8,48,284.44,87,10000,1,0
0,6608G,51,,,,2020-11-10 00:08:49.973356,,2020,11,1,0,8,49,284.44,87,10000,1,0
0,6608G,82,,,,2020-11-10 00:08:51.687547,,2020,11,1,0,8,51,284.44,87,10000,1,0
0,0089,39,,,,2020-11-10 00:09:53.002193,,2020,11,1,0,9,53,284.44,87,10000,1,0
0,0089,44,,,,2020-11-10 00:09:53.002623,,2020,11,1,0,9,53,284.44,87,10000,1,0
0,6608G,51,,,,2020-11-10 00:09:54.293877,,2020,11,1,0,9,54,284.44,87,10000,1,0
0,6608G,82,,,,2020-11-10 00:09:56.007915,,2020,11,1,0,9,56,284.44,87,10000,1,0
0,0089,39,,,,2020-11-10 00:10:58.479032,,2020,11,1,0,10,58,284.68,87,10000,1,0
0,0089,44,,,,2020-11-10 00:10:58.479726,,2020,11,1,0,10,58,284.68,87,10000,1,0
0,6608G,51,,,,2020-11-10 00:10:59.771707,,2020,11,1,0,10,59,284.68,87,10000,1,0
0,6608G,82,,,,2020-11-10 00:11:01.490502,,2020,11,1,0,11,1,284.68,87,10000,1,0
0,0089,39,,,,2020-11-10 00:12:03.124802,,2020,11,1,0,12,3,284.68,87,10000,1,0
0,0089,44,,,,2020-11-10 00:12:03.125490,,2020,11,1,0,12,3,284.68,87,10000,1,0
0,6608G,51,,,,2020-11-10 00:12:04.414949,,2020,11,1,0,12,4,284.68,87,10000,1,0
0,6608G,82,,,,2020-11-10 00:12:06.121238,,2020,11,1,0,12,6,284.68,87,10000,1,0
0,0089,39,,,,2020-11-10 00:13:06.781901,,2020,11,1,0,13,6,284.68,87,10000,1,0
0,0089,44,,,,2020-11-10 00:13:06.782625,,2020,11,1,0,13,6,284.68,87,10000,1,0
0,6608G,51,,,,2020-11-10 00:13:08.074413,,2020,11,1,0,13,8,284.68,87,10000,1,0
0,6608G,82,,,,2020-11-10 00:13:09.785681,,2020,11,1,0,13,9,284.68,87,10000,1,0
0,0089,39,,,,2020-11-10 00:14:10.832200,,2020,11,1,0,14,10,284.68,87,10000,1,0
0,0089,44,,,,2020-11-10 00:14:10.832893,,2020,11,1,0,14,10,284.68,87,10000,1,0
